Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_detrended,taxaIndicativa_no_season,taxaIndicativa_no_autocorr,taxaIndicativa_diff,AnoTrimestre
817854,1765891,2024-01-02,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2461,0.9768,1.0752,"0,1","0,97","1,18","1073,450509","105,5",788,0,1900-01-01,0.2693,-0.8059,-2.5607,0.017020000000000035,1.071532255036166,0.001876737786726368,0.0039000000000000146,2024Q1
818736,1766773,2024-01-03,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2259,0.9393,1.0563,"0,04","1,02","1,1","1074,579974","105,55",786,0,1900-01-01,0.2865999999999999,-0.7697,-2.5434,-0.00017833333333316936,1.051460732999335,-0.01916686486658059,-0.018899999999999917,2024Q1
819614,1767651,2024-01-04,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2205,0.9205,1.0614,"0,1","0,96","1,16","1074,894418","105,53",785,0,1900-01-01,0.2999999999999999,-0.7614,-2.53,0.006599999999999939,1.056942322073615,0.009589407052276844,0.005099999999999882,2024Q1
820622,1768659,2024-01-05,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2198,0.9189,1.0606,"0,1","0,96","1,16","1075,441423","105,52",784,0,1900-01-01,0.3008999999999999,-0.7597,-2.5291,0.007500000000000062,1.0569464667034507,-0.002832304602551794,-0.0007999999999999119,2024Q1
821374,1769411,2024-01-08,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2193,0.9269,1.0618,"0,1","0,96","1,16","1075,880219","105,51",783,0,1900-01-01,0.2924000000000001,-0.7694,-2.5376,0.010595000000000132,1.0588236113332863,0.0019863528481525172,0.0012000000000000899,2024Q1
822255,1770292,2024-01-09,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2194,0.927,1.064,"0,1","0,96","1,17","1076,278477","105,49",781,0,1900-01-01,0.2924,-0.7716000000000001,-2.5376000000000003,0.015565000000000051,1.0604693115186774,0.0018938869987745743,0.0021999999999999797,2024Q1
823136,1771173,2024-01-10,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.2177,0.9266,1.0615,"0,1","0,96","1,16","1076,863076","105,49",780,0,1900-01-01,0.2911,-0.7704000000000001,-2.5389,0.017670000000000297,1.0578887894818465,-0.002782766014906013,-0.0024999999999999467,2024Q1
824014,1772051,2024-01-11,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.1994,0.899,1.0457,"0,02","1,02","1,07","1077,925207","105,53",779,0,1900-01-01,0.3004,-0.7453000000000001,-2.5296000000000003,0.007218333333333327,1.0431690664892208,-0.015023926585916447,-0.015800000000000036,2024Q1
824895,1772932,2024-01-12,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.1791,0.9103,1.0469,"0,04","1,01","1,08","1078,469579","105,53",779,0,1900-01-01,0.2688,-0.7780999999999999,-2.5612,0.013066666666666782,1.042506440559175,0.0047376659611226835,0.0011999999999998678,2024Q1
825773,1773810,2024-01-15,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,2028-11-15,2.83,di_spread,1.1791,0.9149,1.0382,"0,02","1,01","1,06","1079,28237","105,55",778,0,1900-01-01,0.2642,-0.774,-2.5658000000000003,0.008213333333333406,1.0397258146291295,-0.00964658951391728,-0.00869999999999993,2024Q1
