Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_diff,AnoTrimestre
930260,1884157,2024-07-01,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.979,0.7454,0.8637,"0,07","0,8","0,93","10424,686258","100,04",263,0,1900-01-01,0.2336,-0.6301,-0.6664,0.0,2024Q3
931206,1885103,2024-07-02,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0246,0.7528,0.8603,"0,08","0,78","0,94","10429,502032","100,04",262,0,1900-01-01,0.2717999999999999,-0.5885,-0.6282000000000001,-0.0034,2024Q3
932152,1886049,2024-07-03,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0186,0.7141,0.8523,"0,04","0,81","0,9","10434,811665","100,05",261,0,1900-01-01,0.3045,-0.5478,-0.5955,-0.008,2024Q3
933098,1886995,2024-07-04,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9573,0.7118,0.8361,"0,08","0,76","0,91","10440,995384","100,07",260,0,1900-01-01,0.2455,-0.5905999999999999,-0.6545,-0.0161999999999999,2024Q3
934123,1888020,2024-07-05,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9538,0.7048,0.8318,"0,08","0,75","0,91","10445,899841","100,07",259,0,1900-01-01,0.249,-0.5828,-0.651,-0.0042999999999999,2024Q3
934990,1888887,2024-07-08,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9591,0.7455,0.8489,"0,07","0,78","0,92","10448,529988","100,05",258,0,1900-01-01,0.2135999999999999,-0.6353000000000001,-0.6864000000000001,0.0171,2024Q3
935936,1889833,2024-07-09,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9915,0.6658,0.8314,"0,04","0,79","0,87","10454,836278","100,07",257,0,1900-01-01,0.3257000000000001,-0.5056999999999999,-0.5742999999999999,-0.0174999999999999,2024Q3
936922,1890819,2024-07-10,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9675,0.7163,0.8332,"0,06","0,77","0,9","10459,097858","100,07",256,0,1900-01-01,0.2512,-0.5820000000000001,-0.6488,0.0018,2024Q3
937827,1891724,2024-07-11,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9694,0.7185,0.8066,"0,09","0,72","0,9","10466,346532","100,09",255,0,1900-01-01,0.2509,-0.5557,-0.6491,-0.0266,2024Q3
938773,1892670,2024-07-12,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9415,0.6917,0.796,"0,09","0,7","0,89","10471,899505","100,1",254,0,1900-01-01,0.2498,-0.5462,-0.6502,-0.0105999999999999,2024Q3
939716,1893613,2024-07-15,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9384,0.6517,0.7754,"0,1","0,67","0,88","10478,49283","100,12",253,0,1900-01-01,0.2867,-0.4886999999999999,-0.6133,-0.0206,2024Q3
940658,1894555,2024-07-16,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9303,0.6748,0.7767,"0,1","0,68","0,87","10482,795893","100,12",252,0,1900-01-01,0.2555,-0.5211999999999999,-0.6445,0.0012999999999999,2024Q3
941641,1895538,2024-07-17,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9337,0.6783,0.7709,"0,11","0,67","0,88","10487,833702","100,13",251,0,1900-01-01,0.2553999999999999,-0.5155000000000001,-0.6446000000000001,-0.0057999999999999,2024Q3
942542,1896439,2024-07-18,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9221,0.5662,0.7423,"0,11","0,63","0,85","10495,22153","100,16",250,0,1900-01-01,0.3559,-0.3863999999999999,-0.5441,-0.0286,2024Q3
943484,1897381,2024-07-19,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9393,0.6437,0.7567,"0,1","0,65","0,86","10498,166284","100,14",249,0,1900-01-01,0.2956,-0.4611,-0.6044,0.0144,2024Q3
944426,1898323,2024-07-22,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9516,0.571,0.7657,"0,07","0,69","0,84","10501,681389","100,13",248,0,1900-01-01,0.3806,-0.3851,-0.5194,0.009,2024Q3
945367,1899264,2024-07-23,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.924,0.5556,0.7406,"0,12","0,62","0,86","10508,686826","100,16",247,0,1900-01-01,0.3684,-0.3722,-0.5316,-0.0251,2024Q3
946386,1900283,2024-07-24,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.8737,0.543,0.6781,"0,14","0,54","0,82","10519,491925","100,22",246,0,1900-01-01,0.3307,-0.3474,-0.5693,-0.0625,2024Q3
947250,1901147,2024-07-25,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.8609,0.4853,0.6796,"0,07","0,61","0,75","10523,741842","100,21",245,0,1900-01-01,0.3756,-0.304,-0.5244,0.0014999999999999,2024Q3
948225,1902122,2024-07-26,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.859,0.515,0.6566,"0,1","0,56","0,76","10530,490697","100,23",244,0,1900-01-01,0.344,-0.3126,-0.556,-0.023,2024Q3
949202,1903099,2024-07-29,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.8648,0.5178,0.6807,"0,03","0,65","0,71","10532,467859","100,21",243,0,1900-01-01,0.347,-0.3337,-0.553,0.0241,2024Q3
