Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_diff,AnoTrimestre
917204,1870677,2024-06-11,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0499,0.8716,0.9301,"0,08","0,85","1,01","10355,09868","99,97",277,0,1900-01-01,0.1783,-0.7518,-0.7217,0.0104,2024Q2
918139,1871612,2024-06-12,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0934,0.8726,0.9817,"0,09","0,89","1,08","10353,749935","99,91",276,0,1900-01-01,0.2207999999999998,-0.7609000000000001,-0.6792000000000001,0.0515999999999999,2024Q2
919054,1872951,2024-06-13,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0601,0.8681,0.965,"0,09","0,88","1,05","10360,085079","99,93",275,0,1900-01-01,0.192,-0.7729999999999999,-0.708,-0.0167,2024Q2
919979,1873876,2024-06-14,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0842,0.8647,0.9615,"0,09","0,88","1,05","10364,938409","99,93",274,0,1900-01-01,0.2195,-0.742,-0.6805,-0.0034999999999999,2024Q2
921217,1875114,2024-06-17,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0833,0.8782,0.9545,"0,07","0,89","1,02","10370,183039","99,94",273,0,1900-01-01,0.2050999999999999,-0.7494000000000001,-0.6949000000000001,-0.007,2024Q2
921823,1875720,2024-06-18,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0562,0.854,0.9375,"0,04","0,89","0,98","10376,532336","99,96",272,0,1900-01-01,0.2022,-0.7353,-0.6978,-0.017,2024Q2
922744,1876641,2024-06-19,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0079,0.8444,0.9279,"0,05","0,88","0,98","10382,053976","99,97",271,0,1900-01-01,0.1634999999999999,-0.7644,-0.7365,-0.0096,2024Q2
923661,1877558,2024-06-20,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.992,0.8072,0.9101,"0,06","0,85","0,97","10388,474127","99,99",270,0,1900-01-01,0.1847999999999999,-0.7253000000000001,-0.7152000000000001,-0.0177999999999999,2024Q2
924581,1878478,2024-06-21,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9772,0.8325,0.9124,"0,06","0,86","0,97","10392,674153","99,99",269,0,1900-01-01,0.1446999999999999,-0.7677,-0.7553000000000001,0.0022999999999999,2024Q2
925540,1879437,2024-06-24,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0221,0.8146,0.9048,"0,08","0,82","0,99","10397,963307","99,99",268,0,1900-01-01,0.2075,-0.6973,-0.6925,-0.0075999999999999,2024Q2
926453,1880350,2024-06-25,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0176,0.8074,0.9039,"0,08","0,82","0,98","10402,516815",100,267,0,1900-01-01,0.2102,-0.6937,-0.6898,-0.0009,2024Q2
927448,1881345,2024-06-26,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9898,0.8106,0.901,"0,02","0,88","0,92","10407,289506",100,266,0,1900-01-01,0.1792,-0.7218,-0.7208,-0.0029,2024Q2
928362,1882259,2024-06-27,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9896,0.7719,0.8788,"0,1","0,78","0,97","10414,157518","100,02",265,0,1900-01-01,0.2177,-0.6611,-0.6823,-0.0221999999999999,2024Q2
929312,1883209,2024-06-28,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.966,0.754,0.8637,"0,11","0,76","0,97","10420,241074","100,04",264,0,1900-01-01,0.2119999999999999,-0.6517000000000001,-0.6880000000000001,-0.0151,2024Q2
