Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_detrended,taxaIndicativa_no_season,taxaIndicativa_diff,AnoTrimestre
621255,1386470,2023-01-02,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.8703,1.6442,1.7704,"0,02","1,75","1,79","1068,802954","101,03","1148,6",5,1900-01-01,0.2260999999999999,-1.5443,-1.7739,0.21980466444197244,1.7555638395089193,,2023Q1
622029,1388018,2023-01-03,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.8668,1.6521,1.7726,"0,04","1,73","1,81","1069,253977","101,01","1141,1138",0,1900-01-01,0.2147000000000001,-1.5578999999999998,-1.7853,0.20287442157953262,1.755995300144193,0.0021999999999999797,2023Q1
622803,1389566,2023-01-04,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.8514,1.6469,1.7661,"0,02","1,75","1,78","1070,13883","101,04","1135,9279",0,1900-01-01,0.2044999999999999,-1.5616,-1.7955,0.17724417871709308,1.7433832052239113,-0.00649999999999995,2023Q1
623577,1391114,2023-01-05,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.85,1.6555,1.7704,"0,04","1,73","1,81","1070,617864","101,02","1141,629",0,1900-01-01,0.1945000000000001,-1.5759,-1.8055,0.16241393585465325,1.7525398880814074,0.0042999999999999705,2023Q1
624351,1392662,2023-01-06,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.85,1.65,1.7689,"0,04","1,73","1,81","1071,366265","101,04","1146,7372",0,1900-01-01,0.2000000000000001,-1.5688999999999995,-1.7999999999999998,0.14178369299221338,1.7538520153833477,-0.0015000000000000568,2023Q1
625125,1394210,2023-01-09,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.8607,1.6407,1.7699,"0,02","1,75","1,79","1071,961984","101,03","1148,3093",35,1900-01-01,0.2199999999999999,-1.5499,-1.78,0.12365345012977369,1.7602147577720102,0.001000000000000112,2023Q1
625899,1395758,2023-01-10,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.85,1.65,1.7656,"0,02","1,75","1,78","1072,833642","101,06","1152,116",10,1900-01-01,0.2000000000000001,-1.5656,-1.7999999999999998,0.10022320726733414,1.7581627665719113,-0.0042999999999999705,2023Q1
626672,1397304,2023-01-11,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.85,1.6554,1.7651,"0,04","1,73","1,8","1073,529147","101,06","1156,4255",5,1900-01-01,0.1946000000000001,-1.5704999999999998,-1.8054,0.08059296440489416,1.761291664260701,-0.000500000000000167,2023Q1
627445,1398850,2023-01-12,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.8491,1.5385,1.7737,"0,04","1,74","1,81","1073,78297","101,03","1160,5544",35,1900-01-01,0.3106,-1.4631,-1.6894,0.07006272154245452,1.7652643397272691,0.008600000000000163,2023Q1
628218,1400396,2023-01-13,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9477,1.3888,1.7671,"0,07","1,7","1,83","1074,702538","101,05","1157,4835",10,1900-01-01,0.5589,-1.2082,-1.4411,0.044332478680014775,1.7647010151938367,-0.006600000000000161,2023Q1
628991,1401940,2023-01-16,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0513,1.3618,1.7627,"0,1","1,66","1,87","1075,458034","101,07","1148,6698",5,1900-01-01,0.6895,-1.0732,-1.3105,0.02080223581757501,1.7599038017715156,-0.0043999999999999595,2023Q1
629762,1403482,2023-01-17,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0013,1.3859,1.7749,"0,11","1,66","1,89","1075,522499","101,01","1150,7104",0,1900-01-01,0.6154000000000002,-1.1594999999999998,-1.3845999999999998,0.013871992955135193,1.7734586994603057,0.012199999999999989,2023Q1
630533,1405024,2023-01-18,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0369,1.6286,1.8059,"0,1","1,71","1,9","1074,636018","100,87","1147,371",0,1900-01-01,0.4083000000000001,-1.3976,-1.5917,0.025741750092695748,1.8024079304824292,0.03100000000000014,2023Q1
631304,1406562,2023-01-19,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0322,1.6486,1.8325,"0,1","1,73","1,93","1073,961661","100,75","1143,0376",0,1900-01-01,0.3835999999999999,-1.4489,-1.6164,0.0332115072302559,1.8289982726156635,0.026599999999999957,2023Q1
632071,1407329,2023-01-20,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9375,1.6534,1.8301,"0,1","1,73","1,93","1074,645057","100,75","1134,4427",0,1900-01-01,0.2841,-1.546,-1.7159,0.011681264367816135,1.8233523925266757,-0.0023999999999999577,2023Q1
632837,1408861,2023-01-23,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9139,1.6527,1.818,"0,09","1,72","1,91","1075,814156","100,8","1129,8683",0,1900-01-01,0.2611999999999999,-1.5568000000000002,-1.7388,-0.017656666666666432,1.817160136093602,-0.0121,2023Q1
633603,1410393,2023-01-24,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9027,1.6746,1.8045,"0,06","1,74","1,87","1077,103357","100,86","1132,3292",0,1900-01-01,0.2280999999999999,-1.5764,-1.7719,-0.04636499999999977,1.807181350924896,-0.013500000000000068,2023Q1
634369,1411925,2023-01-25,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.911,1.6861,1.8046,"0,07","1,74","1,87","1077,756411","100,87","1135,5123",0,1900-01-01,0.2249000000000001,-1.5797,-1.7751,-0.06447833333333342,1.8139166768673012,9.999999999998899e-05,2023Q1
635136,1413463,2023-01-26,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9123,1.7066,1.8078,"0,05","1,76","1,86","1078,217879","100,85","1133,2274",0,1900-01-01,0.2057000000000002,-1.6021,-1.7942999999999998,-0.0808899999999999,1.8161637805874842,0.0032000000000000917,2023Q1
635907,1415004,2023-01-27,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9143,1.7258,1.8108,"0,05","1,77","1,86","1078,661979","100,83","1127,4609",0,1900-01-01,0.1884999999999999,-1.6223,-1.8115,-0.09756000000000009,1.8197083287521114,0.0029999999999998916,2023Q1
636677,1416544,2023-01-30,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9241,1.7241,1.8163,"0,05","1,77","1,86","1079,026403","100,81","1126,3965",0,1900-01-01,0.1999999999999999,-1.6163,-1.8,-0.11194999999999977,1.8261792219002888,0.00550000000000006,2023Q1
637447,1418084,2023-01-31,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,1.9314,1.7028,1.8209,"0,05","1,77","1,87","1079,452687","100,79","1127,8281",0,1900-01-01,0.2285999999999999,-1.5923,-1.7714,-0.12775166666666649,1.831409340947908,0.0045999999999999375,2023Q1
638217,1419624,2023-02-01,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0311,1.6967,1.8296,"0,07","1,76","1,9","1079,642065","100,75","1123,3523",0,1900-01-01,0.3343999999999998,-1.4952,-1.6656000000000002,-0.1401016666666668,1.8441567219002888,0.00869999999999993,2023Q1
638987,1421163,2023-02-02,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0377,1.6975,1.8337,"0,07","1,76","1,91","1080,085689","100,73","1123,8888",35,1900-01-01,0.3402,-1.4935,-1.6598,-0.15775999999999968,1.8474574361860034,0.004100000000000215,2023Q1
639756,1422701,2023-02-03,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0213,1.6904,1.8407,"0,08","1,76","1,92","1080,32652","100,69","1114,5814",10,1900-01-01,0.3309000000000002,-1.5097999999999998,-1.6690999999999998,-0.1727333333333334,1.8532462457098127,0.006999999999999895,2023Q1
640525,1424235,2023-02-06,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.0743,1.7054,1.8869,"0,15","1,73","2,04","1078,793521","100,49","1113,4213",5,1900-01-01,0.3689,-1.518,-1.6311,-0.14806666666666657,1.8989569599955272,0.04620000000000002,2023Q1
641290,1425765,2023-02-07,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.1418,1.7879,1.9405,"0,14","1,8","2,08","1076,91891","100,26","1111,1394",0,1900-01-01,0.3538999999999999,-1.5866,-1.6461,-0.11532499999999968,1.9499335076145745,0.05359999999999987,2023Q1
642054,1427293,2023-02-08,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.2093,1.7997,2.0076,"0,16","1,85","2,17","1074,429458","99,97","1113,2101",0,1900-01-01,0.4095999999999997,-1.5980000000000003,-1.5904000000000005,-0.06775666666666691,2.016423864757432,0.06710000000000016,2023Q1
642818,1428821,2023-02-09,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.3233,1.9583,2.0497,"0,15","1,9","2,2","1073,115051","99,79","1106,3513",0,1900-01-01,0.3650000000000002,-1.6847,-1.6349999999999998,-0.0439750000000001,2.0607682695193366,0.042100000000000026,2023Q1
643582,1430348,2023-02-10,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.3083,1.9633,2.0964,"0,22","1,87","2,32","1071,592947","99,59","1104,8999",0,1900-01-01,0.345,-1.7514,-1.655,-0.01498833333333316,2.1021482695193368,0.046699999999999964,2023Q1
644345,1431874,2023-02-13,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.4154,2.0884,2.182,"0,27","1,91","2,45","1068,300403","99,22","1102,0923",0,1900-01-01,0.3269999999999999,-1.855,-1.673,0.05263499999999999,2.167163839508919,0.0855999999999999,2023Q1
645108,1433400,2023-02-14,CSAN23,COSAN SA (*),2031-08-15,2.0,di_spread,2.6426,2.1118,2.2735,"0,26","2,01","2,54","1064,769835","98,84","1098,9565",0,1900-01-01,0.5307999999999997,-1.7427,-1.4692000000000005,0.1258783333333331,2.256895300144193,0.09149999999999991,2023Q1
