Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2
621261,1386476,2023-01-02,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4123,1.0933,1.2825,"0,04","1,24","1,32","1076,38591","105,46","889,7187",0,1900-01-01,0.3190000000000002,-0.9634999999999998,-2.511
622035,1388024,2023-01-03,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4254,1.0933,1.283,"0,04","1,24","1,32","1076,747073","105,43","885,3084",0,1900-01-01,0.33210000000000006,-0.9508999999999999,-2.4979
622809,1389572,2023-01-04,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4281,1.1,1.2774,"0,04","1,24","1,32","1077,419333","105,43","882,2267",0,1900-01-01,0.32809999999999984,-0.9493000000000003,-2.5019
623583,1391120,2023-01-05,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4221,1.1216,1.2804,"0,05","1,23","1,33","1078,111846","105,44","884,3296",0,1900-01-01,0.3005,-0.9799,-2.5295
624357,1392668,2023-01-06,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4001,1.1205,1.2792,"0,05","1,23","1,33","1078,963052","105,46","886,4779",0,1900-01-01,0.27959999999999985,-0.9996,-2.5504000000000002
625131,1394216,2023-01-09,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4267,1.1016,1.2794,"0,04","1,24","1,31","1079,659646","105,46","887,0355",0,1900-01-01,0.32510000000000017,-0.9542999999999999,-2.5049
625905,1395764,2023-01-10,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4006,1.1193,1.2749,"0,04","1,24","1,31","1080,566884","105,48","888,1545",0,1900-01-01,0.2813000000000001,-0.9935999999999998,-2.5487
626678,1397310,2023-01-11,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4208,1.1226,1.2743,"0,05","1,22","1,32","1081,342612","105,49","889,4559",0,1900-01-01,0.2982,-0.9761,-2.5318
627451,1398856,2023-01-12,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.4245,1.1193,1.2772,"0,05","1,23","1,33","1082,000804","105,49","890,9423",0,1900-01-01,0.30520000000000014,-0.9719999999999998,-2.5248
628224,1400402,2023-01-13,CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA CTEEP,2028-11-15,2.83,di_spread,1.6168,1.12,1.318,"0,16","1,15","1,48","1081,014106","105,33","888,8164",0,1900-01-01,0.4967999999999999,-0.8212000000000002,-2.3332
