Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2
635934,1415031,2023-01-27,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.4811,1.2287,1.3504,"0,05","1,3","1,4","1016,578322","100,07","606,3052",0,1900-01-01,0.2524000000000002,-1.0979999999999999,-1.1275999999999997
636704,1416571,2023-01-30,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.4805,1.21,1.3364,"0,06","1,28","1,39","1017,486168","100,1","605,2447",0,1900-01-01,0.27049999999999996,-1.0659,-1.1095
637474,1418111,2023-01-31,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.4921,1.202,1.3344,"0,06","1,28","1,39","1018,105387","100,11","604,6046",0,1900-01-01,0.2901,-1.0443,-1.0898999999999999
638244,1419651,2023-02-01,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.4722,1.1486,1.3334,"0,09","1,24","1,42","1018,69912","100,11","603,0693",0,1900-01-01,0.3235999999999999,-1.0098,-1.0564
639014,1421190,2023-02-02,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.434,1.1348,1.3307,"0,09","1,24","1,42","1019,334458","100,12","601,8208",0,1900-01-01,0.2991999999999999,-1.0315,-1.0808
639783,1422728,2023-02-03,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.487,1.172,1.3286,"0,09","1,24","1,42","1019,953145","100,12","599,4081",0,1900-01-01,0.31500000000000017,-1.0135999999999998,-1.0649999999999997
640552,1424262,2023-02-06,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.4893,1.1572,1.3327,"0,1","1,24","1,43","1020,426537","100,11","598,3864",0,1900-01-01,0.33210000000000006,-1.0006,-1.0478999999999998
641317,1425792,2023-02-07,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.4899,1.1739,1.3413,"0,09","1,25","1,44","1020,793969","100,09","597,9523",0,1900-01-01,0.31600000000000006,-1.0252999999999999,-1.0639999999999998
642081,1427320,2023-02-08,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.562,1.2072,1.3654,"0,13","1,23","1,5","1020,792041","100,03","598,175",0,1900-01-01,0.3548,-1.0106,-1.0252
642845,1428848,2023-02-09,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.6241,1.2025,1.3994,"0,15","1,25","1,55","1020,554272","99,95","596,8941",0,1900-01-01,0.4216000000000002,-0.9777999999999998,-0.9583999999999997
643609,1430375,2023-02-10,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.596,1.3,1.4262,"0,16","1,26","1,59","1020,491154","99,89","595,7559",0,1900-01-01,0.29600000000000004,-1.1301999999999999,-1.0839999999999999
644372,1431901,2023-02-13,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8907,1.241,1.5199,"0,35","1,17","1,87","1018,847292","99,68","593,9945",0,1900-01-01,0.6496999999999999,-0.8702000000000001,-0.7303
645135,1433427,2023-02-14,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1277,1.4833,1.6482,"0,34","1,3","1,99","1016,396093","99,38","593,1459",0,1900-01-01,0.6443999999999999,-1.0038000000000002,-0.7356
645897,1434950,2023-02-15,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0583,1.5471,1.7762,"0,29","1,49","2,07","1013,952993","99,09","593,2846",0,1900-01-01,0.5112000000000001,-1.265,-0.8687999999999998
646658,1436472,2023-02-16,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9943,1.5575,1.8206,"0,3","1,52","2,12","1013,500446","98,99","592,1088",0,1900-01-01,0.43679999999999986,-1.3838000000000001,-0.9432
647419,1439516,2023-02-17,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1062,1.6219,1.828,"0,06","1,76","1,89","1013,908843","98,97","591,4315",0,1900-01-01,0.48429999999999995,-1.3437000000000001,-0.8956999999999999
648180,1441038,2023-02-22,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0506,1.5478,1.8324,"0,28","1,55","2,12","1014,404993","98,96","589,8063",0,1900-01-01,0.5028000000000001,-1.3296,-0.8771999999999998
648942,1442566,2023-02-23,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9575,1.5876,1.8482,"0,15","1,7",2,"1014,623903","98,93","588,8474",0,1900-01-01,0.3699000000000001,-1.4783,-1.0100999999999998
649708,1444098,2023-02-24,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0954,1.5613,1.8503,"0,12","1,73","1,97","1015,180964","98,93","586,9408",0,1900-01-01,0.5341000000000002,-1.3161999999999998,-0.8458999999999997
650474,1445630,2023-02-27,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.06,1.5371,1.8539,"0,15","1,71",2,"1015,667747","98,92","586,9536",0,1900-01-01,0.5229000000000001,-1.331,-0.8570999999999998
651240,1447162,2023-02-28,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1032,1.5865,1.8637,"0,1","1,76","1,96","1016,038128","98,9","585,522",0,1900-01-01,0.5167000000000002,-1.3469999999999998,-0.8632999999999997
652006,1448694,2023-03-01,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0433,1.6367,1.8735,"0,25","1,62","2,13","1016,402737","98,88","584,4498",35,1900-01-01,0.40659999999999985,-1.4669,-0.9734
652772,1450226,2023-03-02,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0479,1.5933,1.8799,"0,16","1,72","2,04","1016,858992","98,87","582,7757",10,1900-01-01,0.4545999999999999,-1.4253,-0.9254
653538,1451758,2023-03-03,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0486,1.5914,1.8734,"0,16","1,71","2,03","1017,604321","98,88","581,5986",5,1900-01-01,0.45720000000000005,-1.4162,-0.9227999999999998
654303,1453288,2023-03-06,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9983,1.5529,1.8524,"0,16","1,69","2,01","1018,666834","98,93","581,3504",0,1900-01-01,0.4454,-1.407,-0.9345999999999999
655068,1454818,2023-03-07,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9168,1.5768,1.8129,"0,14","1,68","1,95","1020,161292","99,02","580,9285",0,1900-01-01,0.3400000000000001,-1.4728999999999999,-1.0399999999999998
655833,1456348,2023-03-08,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9382,1.5879,1.7799,"0,14","1,64","1,92","1021,496144","99,1","581,1389",0,1900-01-01,0.35029999999999983,-1.4296000000000002,-1.0297
656598,1457878,2023-03-09,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9109,1.6106,1.7699,"0,11","1,66","1,88","1022,302436","99,12","581,1464",0,1900-01-01,0.3003,-1.4696,-1.0796999999999999
657363,1459408,2023-03-10,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9475,1.5906,1.7865,"0,09","1,69","1,88","1022,522311","99,08","579,2731",0,1900-01-01,0.3569,-1.4296,-1.0231
658128,1460938,2023-03-13,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9319,1.6263,1.7825,"0,09","1,7","1,87","1023,188384","99,09","579,3659",0,1900-01-01,0.30559999999999987,-1.4769,-1.0744
658893,1462468,2023-03-14,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.906,1.5883,1.7743,"0,1","1,68","1,87","1023,97534","99,11","577,9953",0,1900-01-01,0.31769999999999987,-1.4566000000000001,-1.0623
659655,1463992,2023-03-15,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8651,1.5288,1.74,"0,12","1,62","1,86","1025,348324","99,19","577,7608",0,1900-01-01,0.33630000000000004,-1.4037,-1.0436999999999999
660417,1465516,2023-03-16,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8379,1.5802,1.7255,"0,08","1,65","1,8","1026,281897","99,22","576,2326",35,1900-01-01,0.25770000000000004,-1.4678,-1.1222999999999999
661179,1467040,2023-03-17,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8414,1.5998,1.7281,"0,07","1,66","1,8","1026,804488","99,22","575,8297",45,1900-01-01,0.24159999999999981,-1.4865000000000002,-1.1384
661941,1468564,2023-03-20,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8257,1.5964,1.7366,"0,1","1,64","1,83","1027,201078","99,2","574,7346",15,1900-01-01,0.22930000000000006,-1.5072999999999999,-1.1506999999999998
662752,1470088,2023-03-21,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8214,1.5219,1.6938,"0,09","1,6","1,79","1028,779409","99,3","573,7533",40,1900-01-01,0.2994999999999999,-1.3943,-1.0805
663465,1471563,2023-03-22,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8339,1.5078,1.7046,"0,06","1,65","1,76","1029,118323","99,28","573,0125",10,1900-01-01,0.32610000000000006,-1.3784999999999998,-1.0538999999999998
664227,1473087,2023-03-23,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8352,1.59,1.6804,"0,04","1,64","1,72","1030,273014","99,33","571,5357",40,1900-01-01,0.24519999999999986,-1.4352,-1.1348
664989,1474611,2023-03-24,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8479,1.5413,1.7015,"0,07","1,64","1,77","1030,369312","99,28","571,3278",45,1900-01-01,0.3066000000000002,-1.3948999999999998,-1.0733999999999997
665752,1476144,2023-03-27,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8,1.5716,1.7056,0,"1,7","1,71","1030,862704","99,28","570,6884",15,1900-01-01,0.22839999999999994,-1.4772,-1.1516
666521,1477681,2023-03-28,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8374,1.5523,1.7232,"0,05","1,67","1,78","1031,059921","99,24","569,0745",40,1900-01-01,0.2850999999999999,-1.4381000000000002,-1.0949
667289,1479217,2023-03-29,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8493,1.5599,1.7201,"0,06","1,66","1,78","1031,735286","99,25","567,2884",10,1900-01-01,0.2893999999999999,-1.4307,-1.0906
668057,1480751,2023-03-30,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8392,1.561,1.7262,"0,05","1,68","1,78","1032,175622","99,23","567,3046",5,1900-01-01,0.2782,-1.448,-1.1018
668823,1482283,2023-03-31,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8479,1.5539,1.7252,"0,06","1,67","1,79","1032,796482","99,24","566,043",0,1900-01-01,0.29400000000000004,-1.4312,-1.0859999999999999
669589,1483815,2023-04-03,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8431,1.5489,1.7225,"0,06","1,66","1,78","1033,451002","99,25","565,17",35,1900-01-01,0.2942,-1.4283,-1.0857999999999999
670355,1485347,2023-04-04,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8431,1.5725,1.7175,"0,05","1,67","1,77","1034,160465","99,26","564,1303",10,1900-01-01,0.27059999999999995,-1.4469,-1.1094
671121,1486879,2023-04-05,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8392,1.5862,1.7187,"0,05","1,67","1,77","1034,725599","99,26","563,3271",40,1900-01-01,0.2529999999999999,-1.4657,-1.127
671887,1489177,2023-04-06,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.8488,1.58,1.7195,"0,05","1,67","1,77","1035,308375","99,26","561,9308",10,1900-01-01,0.26879999999999993,-1.4507,-1.1112
672652,1490707,2023-04-10,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9019,1.6,1.7936,"0,03","1,76","1,83","1034,224219","99,1","560,8837",40,1900-01-01,0.30189999999999984,-1.4917000000000002,-1.0781
673417,1492237,2023-04-11,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9,1.6807,1.8191,"0,05","1,77","1,87","1034,225695","99,04","561,0036",45,1900-01-01,0.21929999999999983,-1.5998,-1.1607
674182,1493767,2023-04-12,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9,1.6428,1.8402,"0,06","1,78","1,9","1034,350637",99,"559,8374",50,1900-01-01,0.2571999999999999,-1.5830000000000002,-1.1228
674946,1495295,2023-04-13,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.9,1.6376,1.8072,"0,06","1,74","1,87","1035,692796","99,07","559,0541",15,1900-01-01,0.26239999999999997,-1.5448,-1.1176
675710,1496823,2023-04-14,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.963,1.7145,1.8111,"0,04","1,77","1,85","1036,213756","99,06","557,5163",5,1900-01-01,0.24850000000000017,-1.5625999999999998,-1.1314999999999997
676474,1498350,2023-04-17,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,1.987,1.6955,1.8222,"0,03","1,79","1,86","1036,566028","99,04","556,3885",0,1900-01-01,0.2915000000000001,-1.5307,-1.0884999999999998
677237,1499876,2023-04-18,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0425,1.6837,1.8292,"0,05","1,78","1,88","1037,017202","99,03","554,9557",35,1900-01-01,0.3588,-1.4704,-1.0211999999999999
678000,1501402,2023-04-19,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0295,1.7214,1.8402,"0,08","1,76","1,92","1037,386432","99,01","553,1624",10,1900-01-01,0.30810000000000004,-1.5321,-1.0718999999999999
678763,1503691,2023-04-20,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0635,1.7237,1.8531,"0,08","1,77","1,93","1037,687592","98,98","552,7939",5,1900-01-01,0.3397999999999999,-1.5133,-1.0402
679526,1505217,2023-04-24,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0966,1.7485,1.8805,"0,09","1,79","1,98","1037,671559","98,93","552,0843",0,1900-01-01,0.3481000000000001,-1.5324,-1.0318999999999998
680292,1506751,2023-04-25,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1,1.75,1.8956,"0,1","1,8","1,99","1037,931155","98,89","551,4133",0,1900-01-01,0.3500000000000001,-1.5455999999999999,-1.0299999999999998
681060,1508287,2023-04-26,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1,1.75,1.9074,"0,1","1,81","2,01","1038,27524","98,87","550,2785",0,1900-01-01,0.3500000000000001,-1.5574,-1.0299999999999998
681828,1509822,2023-04-27,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1,1.75,1.9094,"0,1","1,81",2,"1038,839533","98,87","549,1084",0,1900-01-01,0.3500000000000001,-1.5594,-1.0299999999999998
682594,1512120,2023-04-28,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1,1.75,1.9087,"0,08","1,83","1,99","1039,476678","98,88","547,3651",0,1900-01-01,0.3500000000000001,-1.5587,-1.0299999999999998
683360,1513652,2023-05-02,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0928,1.7357,1.9145,"0,06","1,86","1,97","1039,948091","98,86","546,6363",0,1900-01-01,0.3571,-1.5574000000000001,-1.0229
684126,1515184,2023-05-03,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.085,1.7112,1.9197,"0,12","1,8","2,03","1040,429341","98,85","546,0902",0,1900-01-01,0.3737999999999999,-1.5459,-1.0062
684892,1516716,2023-05-04,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.1479,1.6799,1.9321,"0,1","1,83","2,03","1040,748906","98,83","545,6568",0,1900-01-01,0.46799999999999997,-1.4641,-0.9119999999999999
685658,1518248,2023-05-05,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0944,1.73,1.9281,"0,03","1,9","1,95","1041,440102","98,84","544,8826",0,1900-01-01,0.36439999999999984,-1.5637,-1.0156
686423,1519778,2023-05-08,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0987,1.7209,1.9222,"0,03","1,9","1,95","1042,177847","98,85","543,9148",0,1900-01-01,0.3777999999999999,-1.5444,-1.0022
687188,1521308,2023-05-09,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0987,1.718,1.9143,"0,02","1,9","1,93","1042,968871","98,87","542,5328",0,1900-01-01,0.38070000000000004,-1.5335999999999999,-0.9992999999999999
687953,1522838,2023-05-10,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0987,1.717,1.9154,"0,02","1,9","1,93","1043,548811","98,87","541,716",0,1900-01-01,0.38169999999999993,-1.5337,-0.9983
688718,1524368,2023-05-11,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0987,1.717,1.92,"0,02","1,9","1,94","1044,046913","98,86","541,1294",0,1900-01-01,0.38169999999999993,-1.5383,-0.9983
689483,1525898,2023-05-12,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0987,1.717,1.92,"0,02","1,9","1,94","1044,660433","98,87","539,9274",0,1900-01-01,0.38169999999999993,-1.5383,-0.9983
690247,1527424,2023-05-15,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA SA (*) (**),2026-12-20,1.38,di_spread,2.0877,1.727,1.9165,"0,05","1,87","1,97","1045,340531","98,88","539,2153",0,1900-01-01,0.3606999999999998,-1.5558000000000003,-1.0193
