Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_diff,ti_diff,AnoMes
892435,1845908,2024-05-02,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.1118,0.8442,1.0053,"0,04","0,96","1,05","10226,067319","99,87",305,0,1900-01-01,0.2675999999999999,-0.7377000000000001,-0.6324000000000001,0.0036,0.0036000000000000476,2024-05
893314,1846787,2024-05-03,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0918,0.7531,0.8927,"0,13","0,77","1,02","10244,343541","100,01",304,0,1900-01-01,0.3387000000000001,-0.5539999999999999,-0.5612999999999999,-0.1126,-0.11260000000000003,2024-05
894274,1847747,2024-05-06,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0812,0.8297,0.9445,"0,08","0,87","1,02","10242,502069","99,95",303,0,1900-01-01,0.2514999999999999,-0.6930000000000001,-0.6485000000000001,0.0517999999999999,0.05179999999999996,2024-05
895147,1848620,2024-05-07,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0798,0.8346,0.9467,"0,07","0,88","1,02","10246,731023","99,94",302,0,1900-01-01,0.2452,-0.7014999999999999,-0.6547999999999999,0.0021999999999999,0.0021999999999999797,2024-05
896100,1849573,2024-05-08,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0713,0.835,0.9233,"0,07","0,85",1,"10254,067015","99,97",301,0,1900-01-01,0.2362999999999999,-0.687,-0.6637000000000001,-0.0233999999999999,-0.023399999999999976,2024-05
902423,1855896,2024-05-09,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.094,0.8325,0.9385,"0,11","0,83","1,05","10256,723464","99,95",300,0,1900-01-01,0.2615,-0.6769999999999999,-0.6385,0.0151999999999999,0.015199999999999991,2024-05
896979,1850452,2024-05-10,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.1324,0.8578,1.0062,"0,13","0,88","1,13","10252,984774","99,88",299,0,1900-01-01,0.2746,-0.7315999999999999,-0.6254,0.0676999999999999,0.06769999999999998,2024-05
897890,1851363,2024-05-13,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.1208,0.8762,0.9989,"0,09","0,91","1,09","10258,294767","99,88",298,0,1900-01-01,0.2446,-0.7543,-0.6554,-0.0072999999999999,-0.007299999999999973,2024-05
898801,1852274,2024-05-14,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.065,0.8969,0.9936,"0,07","0,92","1,06","10263,361977","99,89",297,0,1900-01-01,0.1680999999999999,-0.8255000000000001,-0.7319000000000001,-0.0052999999999999,-0.005299999999999971,2024-05
899708,1853181,2024-05-15,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0714,0.8804,0.9169,"0,14","0,78","1,05","10276,948392","99,98",296,0,1900-01-01,0.1909999999999999,-0.7259000000000001,-0.7090000000000001,-0.0766999999999999,-0.07669999999999999,2024-05
900852,1854325,2024-05-16,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0297,0.8409,0.9606,"0,11","0,85","1,07","10276,155186","99,93",295,0,1900-01-01,0.1888,-0.7717999999999999,-0.7111999999999999,0.0436999999999999,0.04369999999999996,2024-05
