Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_diff,ti_diff,AnoMes
930260,1884157,2024-07-01,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.979,0.7454,0.8637,"0,07","0,8","0,93","10424,686258","100,04",263,0,1900-01-01,0.2336,-0.6301,-0.6664,0.0,0.0,2024-07
931206,1885103,2024-07-02,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0246,0.7528,0.8603,"0,08","0,78","0,94","10429,502032","100,04",262,0,1900-01-01,0.2717999999999999,-0.5885,-0.6282000000000001,-0.0034,-0.0034000000000000696,2024-07
932152,1886049,2024-07-03,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.0186,0.7141,0.8523,"0,04","0,81","0,9","10434,811665","100,05",261,0,1900-01-01,0.3045,-0.5478,-0.5955,-0.008,-0.008000000000000007,2024-07
933098,1886995,2024-07-04,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9573,0.7118,0.8361,"0,08","0,76","0,91","10440,995384","100,07",260,0,1900-01-01,0.2455,-0.5905999999999999,-0.6545,-0.0161999999999999,-0.016199999999999992,2024-07
934123,1888020,2024-07-05,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9538,0.7048,0.8318,"0,08","0,75","0,91","10445,899841","100,07",259,0,1900-01-01,0.249,-0.5828,-0.651,-0.0042999999999999,-0.0042999999999999705,2024-07
934990,1888887,2024-07-08,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9591,0.7455,0.8489,"0,07","0,78","0,92","10448,529988","100,05",258,0,1900-01-01,0.2135999999999999,-0.6353000000000001,-0.6864000000000001,0.0171,0.017100000000000004,2024-07
935936,1889833,2024-07-09,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9915,0.6658,0.8314,"0,04","0,79","0,87","10454,836278","100,07",257,0,1900-01-01,0.3257000000000001,-0.5056999999999999,-0.5742999999999999,-0.0174999999999999,-0.01749999999999996,2024-07
936922,1890819,2024-07-10,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9675,0.7163,0.8332,"0,06","0,77","0,9","10459,097858","100,07",256,0,1900-01-01,0.2512,-0.5820000000000001,-0.6488,0.0018,0.0018000000000000238,2024-07
937827,1891724,2024-07-11,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9694,0.7185,0.8066,"0,09","0,72","0,9","10466,346532","100,09",255,0,1900-01-01,0.2509,-0.5557,-0.6491,-0.0266,-0.026600000000000068,2024-07
938773,1892670,2024-07-12,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,0.9415,0.6917,0.796,"0,09","0,7","0,89","10471,899505","100,1",254,0,1900-01-01,0.2498,-0.5462,-0.6502,-0.0105999999999999,-0.010599999999999943,2024-07
