Unnamed: 0,id,dataReferencia,codigo,nome,repacVenc,indice,correcao,taxaCompra,taxaVenda,taxaIndicativa,desvioPadrao,intervaloMin,intervaloMax,pu,percPu,duration,percReune,referenciaNTNB,spread_bid_ask,spread,spread_2,taxaIndicativa_diff,ti_diff,AnoMes
732738,1616418,2023-08-01,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.6106,1.3078,1.4704,"0,09","1,38","1,56","10528,377964","99,01","442,35",0,1900-01-01,0.3027999999999999,-1.1676,-0.5972000000000001,-0.0076,-0.007600000000000051,2023-08
733527,1617996,2023-08-02,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.6027,1.2806,1.458,"0,07","1,38","1,53","10536,613614","99,04","441,27",0,1900-01-01,0.3221,-1.1359,-0.5779,-0.0123999999999999,-0.012399999999999967,2023-08
734316,1619574,2023-08-03,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.6,1.284,1.4462,"0,08","1,36","1,53","10544,586667","99,06","440,85",0,1900-01-01,0.316,-1.1302,-0.584,-0.0118,-0.011800000000000033,2023-08
735105,1621152,2023-08-04,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.6012,1.2871,1.4423,"0,09","1,36","1,53","10551,076613","99,07","439,81",0,1900-01-01,0.3141,-1.1282,-0.5859,-0.0039,-0.0039000000000000146,2023-08
735894,1622730,2023-08-07,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.5705,1.267,1.4334,"0,09","1,34","1,53","10558,502088","99,09","438,65",0,1900-01-01,0.3035000000000001,-1.1299,-0.5964999999999999,-0.0088999999999999,-0.008899999999999908,2023-08
736683,1624308,2023-08-08,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.588,1.2611,1.4303,"0,09","1,34","1,52","10564,782715","99,09","437,9",0,1900-01-01,0.3268999999999999,-1.1034,-0.5731,-0.0031000000000001,-0.0031000000000001027,2023-08
737472,1625886,2023-08-09,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.5475,1.2792,1.4632,"0,12","1,34","1,59","10564,623679","99,04","436,82",0,1900-01-01,0.2683000000000002,-1.1949,-0.6316999999999998,0.0329000000000001,0.03290000000000015,2023-08
738261,1627464,2023-08-10,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.5317,1.2671,1.4473,"0,15","1,3","1,6","10573,256108","99,07","435,95",35,1900-01-01,0.2646000000000001,-1.1827,-0.6353999999999999,-0.0159,-0.015900000000000025,2023-08
739050,1631908,2023-08-11,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.547,1.2677,1.4171,"0,1","1,32","1,51","10584,457355","99,12","435,11",10,1900-01-01,0.2792999999999999,-1.1378,-0.6207000000000001,-0.0302,-0.030200000000000005,2023-08
739839,1633486,2023-08-14,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.5108,1.2582,1.3774,"0,07","1,31","1,44","10597,45873","99,19","433,79",5,1900-01-01,0.2525999999999999,-1.1248,-0.6474000000000001,-0.0397,-0.03970000000000007,2023-08
740628,1635063,2023-08-15,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.524,1.2393,1.372,"0,1","1,27","1,47","9914,623078","99,15","462,76",0,1900-01-01,0.2846999999999999,-1.0873000000000002,-0.6153000000000001,-0.0053999999999998,-0.005399999999999849,2023-08
741416,1636639,2023-08-16,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.4759,1.2102,1.3468,"0,08","1,27","1,43","9924,549753","99,19","461,73",0,1900-01-01,0.2657,-1.0811,-0.6343,-0.0252000000000001,-0.02520000000000011,2023-08
742204,1638215,2023-08-17,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3956,1.2069,1.318,"0,09","1,23","1,41","9935,12757","99,25","460,62",0,1900-01-01,0.1886999999999998,-1.1293000000000002,-0.7113000000000002,-0.0287999999999999,-0.028799999999999937,2023-08
742992,1639791,2023-08-18,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.407,1.1911,1.3065,"0,09","1,22","1,39","9942,569249","99,27","459,67",0,1900-01-01,0.2158999999999999,-1.0906,-0.6841,-0.0115,-0.011500000000000066,2023-08
743780,1641367,2023-08-21,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.4147,1.1496,1.2811,"0,08","1,2","1,36","9952,533671","99,32","458,45",0,1900-01-01,0.2651000000000001,-1.0159999999999998,-0.6348999999999999,-0.0254,-0.02540000000000009,2023-08
744568,1643003,2023-08-22,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3688,1.1679,1.2808,"0,06","1,22","1,34","9957,944357","99,32","457,63",35,1900-01-01,0.2009,-1.0799,-0.6990999999999999,-0.0002999999999999,-0.00029999999999996696,2023-08
745356,1645963,2023-08-23,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3792,1.1801,1.2884,"0,07","1,22","1,36","9961,938621","99,31","456,87",10,1900-01-01,0.1991,-1.0893,-0.7009,0.0076,0.007600000000000051,2023-08
746144,1647539,2023-08-24,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3684,1.164,1.2763,"0,05","1,23","1,33","9969,467218","99,33",456,5,1900-01-01,0.2044000000000001,-1.0719,-0.6955999999999999,-0.0121,-0.0121,2023-08
746932,1649115,2023-08-25,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3553,1.1173,1.2485,"0,07","1,18","1,31","9979,850224","99,38","454,68",0,1900-01-01,0.238,-1.0105,-0.662,-0.0278,-0.027800000000000047,2023-08
747720,1650710,2023-08-28,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3652,1.0723,1.2381,"0,09","1,15","1,32","9987,091184","99,4","453,63",0,1900-01-01,0.2928999999999999,-0.9452,-0.6071000000000001,-0.0103999999999999,-0.010399999999999965,2023-08
748527,1652324,2023-08-29,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3668,1.0386,1.2235,"0,11","1,11","1,33","9995,046723","99,43","452,79",0,1900-01-01,0.3282,-0.8953,-0.5718,-0.0145999999999999,-0.014599999999999946,2023-08
749334,1653938,2023-08-30,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3534,1.0361,1.2178,"0,09","1,13","1,31","10001,432801","99,44","451,85",0,1900-01-01,0.3172999999999999,-0.9005000000000001,-0.5827000000000001,-0.0057,-0.005700000000000038,2023-08
750141,1655551,2023-08-31,ALGA28,ALGAR TELECOM S/A,2026-02-15,0.9,di_spread,1.3703,1.0324,1.2303,"0,09","1,14","1,32","10004,645124","99,42","450,55",0,1900-01-01,0.3379000000000001,-0.8923999999999999,-0.5620999999999999,0.0124999999999999,0.012499999999999956,2023-08
